age,income,loan_amount,credit_score,employment_years,num_existing_loans,loan_purpose,property_area,approved
51,64460,10913,334,15,4,business,rural,0
23,86576,117406,498,27,1,car,rural,0
41,88222,118693,376,20,1,personal,semi_urban,1
46,32666,98449,668,29,6,home,rural,1
56,82119,15567,825,2,7,education,rural,1
62,55321,43379,648,33,4,education,urban,0
57,21779,211040,805,5,6,personal,semi_urban,1
42,33186,267463,537,28,7,home,semi_urban,0
62,36459,95005,579,2,3,home,urban,1
32,106246,378134,731,32,5,home,rural,1
62,107755,228098,437,10,0,business,urban,1
33,25057,484336,568,4,1,home,semi_urban,0
31,80663,9791,500,31,6,home,urban,0
36,38733,495488,441,17,5,car,urban,0
28,39157,136401,654,19,1,car,urban,1
60,55030,210459,628,27,3,personal,rural,1
60,39613,66032,530,12,3,business,urban,0
22,128612,180150,607,25,2,car,rural,1
50,135080,355806,445,15,3,business,rural,1
50,103028,26300,451,24,7,personal,semi_urban,0
32,106282,342844,439,9,3,home,urban,0
30,25188,449161,320,28,1,business,urban,1
64,127106,60609,553,19,0,education,semi_urban,0
31,148346,196634,363,25,6,car,urban,1
35,49680,95045,517,31,1,education,semi_urban,1
36,123361,329045,371,23,6,car,rural,0
37,80119,272847,461,30,5,home,urban,0
46,122302,228717,429,11,6,personal,semi_urban,0
22,94400,330259,524,9,3,personal,rural,0
32,75718,224162,753,5,2,personal,rural,1
46,56445,32676,683,6,0,home,rural,1
43,25796,459926,406,30,2,business,rural,0
38,67218,458293,402,26,4,home,urban,0
52,59131,388476,440,7,2,car,rural,1
58,28123,225412,433,2,7,home,rural,0
23,28222,181512,498,20,2,home,semi_urban,0
58,44074,172995,809,0,5,car,urban,0
23,131958,296946,378,14,3,education,semi_urban,1
50,136088,357475,781,6,7,personal,urban,1
21,49825,461120,811,14,5,business,urban,1
50,56839,458378,549,24,3,personal,semi_urban,0
52,127112,129786,782,2,7,car,semi_urban,1
48,147514,332313,471,29,5,personal,semi_urban,1
41,88322,73147,316,13,3,personal,urban,0
33,76321,27075,593,3,7,car,rural,0
47,119174,349159,693,2,7,personal,urban,1
56,122500,210788,797,4,7,car,urban,0
27,130100,14304,518,24,6,car,semi_urban,1
42,45988,134851,533,30,3,car,urban,0
30,55507,387873,689,10,7,education,urban,0
59,119244,64622,547,7,3,personal,urban,1
35,118644,321359,351,25,2,car,rural,1
35,145788,478362,314,1,4,education,semi_urban,0
24,115251,341117,623,27,3,business,urban,1
52,43806,113654,740,9,4,business,urban,1
43,56901,410737,411,20,4,home,semi_urban,0
26,37043,254109,306,27,1,home,rural,0
44,95761,291172,544,32,1,education,semi_urban,1
40,29752,44328,747,10,0,car,rural,1
57,88993,294445,664,0,6,home,semi_urban,0
40,62616,305159,666,32,7,car,semi_urban,1
32,72127,223348,586,2,7,personal,rural,1
53,94777,41845,405,25,7,personal,rural,0
48,20453,353962,312,14,5,car,rural,0
28,95432,81394,445,13,1,car,semi_urban,0
21,142872,180231,777,22,3,education,rural,1
57,107362,310858,414,7,4,home,semi_urban,0
42,30976,85722,808,19,5,car,rural,1
26,134176,497937,451,5,7,home,urban,0
41,119122,494946,356,32,0,car,semi_urban,1
52,90404,292374,681,27,7,car,rural,0
55,101932,97554,456,29,1,education,urban,0
35,117170,54262,432,16,2,education,semi_urban,0
25,97707,488417,462,8,6,car,rural,0
26,109647,46722,574,27,5,home,urban,0
45,53688,444575,376,6,0,home,semi_urban,0
60,106840,329940,343,27,3,education,semi_urban,0
49,137106,176231,849,16,5,home,semi_urban,1
27,127810,245740,617,4,4,home,urban,0
60,124779,92052,833,4,3,education,urban,1
33,113789,105808,453,13,3,personal,urban,1
58,116516,260416,536,5,5,car,urban,1
38,22017,267128,816,6,7,car,urban,0
22,27957,226281,520,16,2,business,semi_urban,0
28,134534,403455,609,8,2,business,semi_urban,1
31,127724,251052,476,30,7,car,rural,1
53,24792,359095,519,21,5,personal,urban,0
58,75982,318030,337,8,7,education,semi_urban,0
47,33237,370568,730,15,5,business,urban,0
40,71586,425411,502,33,5,car,rural,0
32,101787,109697,747,12,6,personal,semi_urban,0
63,39252,493075,794,18,6,personal,rural,1
51,30707,236572,424,11,4,car,urban,0
47,54206,237842,364,9,1,personal,semi_urban,0
52,114276,101299,543,15,3,home,semi_urban,0
30,23543,170746,826,27,5,home,rural,0
23,64135,154177,525,18,6,car,semi_urban,1
47,136469,165811,764,5,1,business,semi_urban,1
55,133824,168041,592,3,4,car,urban,1
51,124647,19497,680,29,3,education,semi_urban,1
35,55031,400032,465,30,1,education,urban,0
36,62929,259204,517,26,3,home,urban,0
33,85747,386059,574,20,7,car,urban,0
55,77851,262471,351,8,2,personal,rural,0
31,75311,97019,673,34,5,business,urban,0
41,132113,195326,662,20,7,home,rural,0
31,125331,114017,313,16,2,car,rural,0
50,85867,485911,639,23,0,home,rural,0
55,108780,336529,838,30,4,home,rural,1
42,77196,223220,388,5,5,car,rural,1
58,93705,110153,340,34,7,car,urban,0
51,77894,38826,603,12,1,home,urban,1
34,107640,115034,567,24,3,home,semi_urban,0
44,127437,461581,437,31,6,personal,semi_urban,0
52,34591,89242,305,0,0,business,urban,0
56,117247,390210,541,34,4,car,semi_urban,0
52,68893,55100,461,18,4,education,semi_urban,0
35,20727,226171,817,11,4,home,rural,1
63,41359,392314,700,19,1,business,semi_urban,1
55,63822,402575,455,32,7,education,semi_urban,0
23,121547,363349,384,28,5,personal,semi_urban,1
36,135336,17809,309,15,2,home,semi_urban,1
25,123399,69450,437,13,0,education,rural,1
41,132113,305572,455,6,7,car,urban,0
30,108534,493206,707,5,1,home,semi_urban,0
39,30929,339934,524,20,3,home,semi_urban,0
45,148588,116126,483,21,1,education,semi_urban,1
24,80091,357465,494,18,3,personal,urban,0
49,100378,269237,695,24,3,home,urban,1
39,43519,49498,433,2,4,education,urban,0
63,37393,121251,608,33,1,home,urban,1
22,54318,45985,841,10,2,home,rural,1
30,94531,299153,308,26,3,education,semi_urban,0
63,114192,480310,469,1,6,car,urban,0
45,67934,395659,589,5,4,car,urban,0
40,125796,22718,467,1,2,car,urban,1
39,130805,283849,643,16,7,education,rural,1
43,101103,354762,796,13,7,car,semi_urban,0
44,48840,67598,444,9,7,business,rural,0
31,138089,345022,712,32,1,car,urban,1
54,109367,279383,756,11,2,personal,rural,1
48,33265,313766,601,31,1,home,urban,0
25,25424,51665,345,23,3,car,urban,0
25,40625,299418,316,13,7,education,urban,0
41,99622,409635,659,4,0,car,semi_urban,0
32,49187,375512,560,4,0,car,urban,0
24,55929,151075,422,31,7,home,semi_urban,0
62,81892,166938,530,32,5,home,rural,1
40,40539,158060,411,3,5,home,urban,0
58,76630,454110,545,29,3,personal,urban,0
45,110639,375707,690,16,2,personal,rural,0
34,113410,226516,691,2,1,home,semi_urban,1
31,29215,141746,627,12,7,car,rural,0
52,59385,206610,514,17,0,home,urban,1
31,107580,360247,666,22,7,home,urban,1
38,97462,71446,381,34,1,personal,urban,0
47,133396,34072,375,32,3,education,rural,1
38,117037,38717,826,16,2,home,rural,1
43,115310,223417,802,33,6,home,rural,1
31,45008,162723,778,11,1,personal,semi_urban,1
41,68928,384346,671,4,7,home,rural,0
64,103096,442507,564,26,2,car,semi_urban,1
25,109876,389533,563,12,6,education,semi_urban,0
43,44976,114525,409,25,0,education,rural,0
61,133942,461566,606,13,1,car,urban,0
45,144984,218092,499,31,4,personal,urban,1
61,47626,9646,525,10,0,home,urban,0
30,118256,306857,484,15,2,personal,rural,0
42,120537,335080,330,21,3,home,urban,0
39,79789,180403,398,15,4,education,urban,0
21,24700,289329,638,12,5,personal,rural,0
27,129331,351407,565,11,1,car,urban,1
24,83645,234728,649,17,7,personal,urban,0
21,140594,57107,843,28,5,personal,semi_urban,1
35,93396,249865,756,17,0,home,rural,0
60,27526,464770,387,1,7,personal,urban,0
32,123863,284707,362,1,1,business,semi_urban,0
42,59500,75729,686,2,1,education,urban,1
42,88049,282845,758,28,4,home,semi_urban,0
37,93366,205144,568,7,4,home,urban,0
49,100317,446433,645,10,4,home,urban,0
34,79117,442826,377,11,4,home,semi_urban,0
40,76096,220494,664,31,3,car,rural,1
53,27910,257615,313,3,7,home,semi_urban,0
63,101383,448347,435,8,7,home,rural,0
35,91185,133331,603,23,2,car,semi_urban,1
32,70248,165482,696,15,4,car,urban,1
60,94656,104280,378,16,0,education,urban,1
40,21951,194787,717,21,7,personal,rural,0
50,85212,43665,541,6,1,home,semi_urban,1
58,95701,283101,350,9,5,home,rural,1
23,99888,446343,683,28,4,home,urban,1
48,95282,461805,674,23,0,car,urban,0
46,129274,313152,505,13,3,home,urban,0
50,114533,329064,788,13,0,personal,urban,1
33,61954,264285,680,24,5,home,urban,1
33,109719,168947,610,21,5,business,semi_urban,1
22,28804,118828,674,22,0,car,semi_urban,1
57,112705,390996,341,31,3,car,urban,1
58,20595,137698,832,25,7,personal,urban,0
22,49592,95815,821,26,5,personal,semi_urban,0
56,60643,199894,452,11,3,education,semi_urban,0
46,143721,469981,611,18,1,business,semi_urban,1
31,82665,208485,593,18,4,car,semi_urban,1
28,40823,169714,412,33,5,personal,rural,0
64,25972,305455,411,31,0,car,semi_urban,0
60,35882,37356,474,28,7,personal,rural,1
63,86394,270953,601,20,2,home,semi_urban,1
42,91055,441587,815,34,2,home,urban,0
40,43769,302019,520,4,6,education,urban,0
28,45020,246121,470,11,1,home,semi_urban,1
49,62748,276609,617,6,2,home,semi_urban,1
60,122621,202167,512,1,1,car,semi_urban,0
46,105374,340988,552,24,7,education,urban,0
50,64912,201322,423,9,4,personal,semi_urban,0
37,32879,354033,512,5,6,education,rural,0
40,53798,20250,384,26,1,personal,semi_urban,1
36,127791,51023,815,34,3,car,semi_urban,1
63,109826,106350,364,9,3,home,rural,0
27,66073,182696,617,8,6,home,semi_urban,1
36,95791,21427,645,19,7,education,urban,1
47,86983,431492,542,34,7,car,rural,1
43,63005,338787,436,7,3,home,urban,0
44,114731,215084,546,30,5,car,semi_urban,1
29,22850,139511,740,15,3,education,urban,0
55,48400,484064,344,27,3,car,urban,0
40,144948,223403,388,5,7,personal,urban,0
57,31953,83672,527,31,3,personal,urban,0
62,126410,477919,590,27,3,personal,urban,0
37,145155,22300,721,10,5,business,urban,0
51,43535,327433,366,22,3,home,rural,1
28,95536,415398,550,29,3,education,rural,1
35,95039,468723,340,8,4,personal,rural,0
51,141640,449128,398,27,7,education,rural,0
50,101029,425125,605,23,7,personal,semi_urban,1
40,24055,24659,755,27,5,car,rural,0
59,58170,167475,600,23,3,education,semi_urban,1
32,145331,250259,498,14,1,home,semi_urban,0
37,117944,431802,787,32,6,business,semi_urban,1
62,127585,15360,405,33,7,personal,urban,1
50,119976,288568,700,21,4,personal,rural,1
49,48251,103035,776,28,5,education,semi_urban,1
39,24532,53791,421,33,2,home,urban,1
31,24924,401281,376,9,0,home,urban,0
54,68037,204867,611,29,5,personal,urban,0
27,98082,279444,411,10,6,car,rural,1
64,112115,38370,817,33,4,home,rural,0
54,91621,205903,496,20,3,education,urban,0
40,97926,32209,397,12,4,car,urban,0
58,98816,288071,758,24,0,education,urban,1
44,109654,39579,529,20,0,car,rural,1
30,90400,276176,467,0,5,education,urban,0
52,127620,98254,307,4,3,personal,rural,1
35,119525,345557,471,21,3,home,semi_urban,0
57,121164,438947,659,6,1,car,rural,1
40,112385,118528,494,12,0,car,semi_urban,1
23,113102,228274,568,22,3,business,semi_urban,1
57,30702,451983,318,20,0,car,semi_urban,1
60,126732,391060,653,5,7,car,rural,1
28,35385,243292,348,19,1,education,rural,0
60,29336,339446,763,11,2,car,semi_urban,1
64,85421,186026,655,8,0,business,semi_urban,1
43,51225,253342,457,27,7,personal,rural,1
60,56021,224437,365,10,7,car,rural,0
31,23782,352901,607,31,7,education,semi_urban,0
28,108877,423318,636,10,1,home,urban,1
49,135454,432649,420,23,1,education,urban,0
50,137369,283076,703,14,6,personal,rural,1
30,109630,292858,395,34,1,car,urban,1
59,69111,62803,413,16,4,home,urban,0
48,109402,437959,728,24,5,business,urban,1
56,139774,138624,839,34,3,car,semi_urban,1
33,142652,61627,301,18,0,education,semi_urban,0
52,104585,182059,511,30,5,home,urban,1
56,62719,346954,632,16,4,car,urban,1
57,116528,50380,323,22,0,personal,rural,0
46,69037,165322,667,0,5,car,rural,1
42,100103,204416,805,9,4,education,urban,1
24,129987,331830,475,7,7,home,urban,1
51,145695,387465,728,25,3,car,semi_urban,1
38,23513,312172,741,33,1,business,rural,0
58,135183,151367,847,18,5,education,rural,1
44,33335,380285,813,13,7,business,semi_urban,0
43,64140,322392,660,7,5,business,rural,0
42,124126,478421,573,0,7,business,urban,1
22,100373,277667,476,24,0,personal,urban,0
51,97658,312674,563,23,1,home,semi_urban,1
31,54840,264125,485,19,6,business,rural,1
48,51007,18769,826,29,3,home,semi_urban,0
52,76947,461258,578,4,7,home,rural,0
25,126833,117035,497,2,0,home,rural,1
58,138637,180717,648,31,2,car,semi_urban,1
30,140721,226815,720,16,2,education,urban,1
60,113220,460358,604,4,2,car,urban,1
44,46393,236832,363,10,3,home,rural,0
55,77480,161629,589,3,7,car,urban,0
64,137243,239799,317,18,2,car,urban,1
43,108290,346926,363,22,5,personal,rural,1
37,106335,345526,629,16,6,home,rural,1
21,124263,173157,316,12,0,home,urban,1
51,29107,448924,742,26,6,home,rural,0
51,148181,449573,440,0,6,car,urban,0
62,25993,378083,607,1,6,education,urban,0
62,116341,149542,743,17,5,car,semi_urban,1
54,113650,345856,795,32,2,car,rural,0
29,123325,123643,725,1,6,car,urban,1
42,144980,374561,774,3,7,car,urban,1
33,137595,215154,544,15,6,business,urban,1
45,72066,142877,749,3,0,home,rural,0
38,131850,218396,650,8,7,personal,semi_urban,1
32,62942,395400,460,20,5,personal,semi_urban,0
60,36138,230956,439,22,3,home,urban,0
37,138558,460244,792,1,1,business,semi_urban,0
35,147408,186844,830,2,5,personal,semi_urban,0
62,64527,450320,692,22,4,education,rural,1
35,29190,471832,700,25,2,car,urban,0
35,112259,106422,349,6,4,education,rural,1
59,139773,356444,594,32,7,home,semi_urban,0
33,98422,273774,724,3,1,home,urban,1
37,75698,391618,311,22,3,personal,urban,0
52,102315,366013,634,24,5,personal,semi_urban,0
29,113710,282845,314,25,3,home,rural,1
60,49086,150931,327,27,1,personal,semi_urban,0
40,37322,419399,687,27,4,personal,semi_urban,0
46,128132,438654,591,20,5,home,urban,0
47,145604,364429,549,9,2,car,urban,1
41,120814,122556,804,26,0,car,semi_urban,1
38,139324,233495,397,14,6,personal,semi_urban,1
33,103569,259809,636,16,3,personal,rural,1
36,105610,440460,338,34,7,home,urban,1
29,148921,210384,337,4,1,education,urban,0
32,23435,20021,599,15,5,personal,urban,0
64,121505,205935,478,22,7,personal,rural,0
58,73331,453781,768,8,4,home,semi_urban,0
39,48942,446259,581,32,2,car,urban,0
27,79635,209222,463,34,7,personal,urban,0
55,49059,69361,752,23,4,car,urban,1
38,77557,399461,396,23,2,car,semi_urban,0
36,133457,439227,608,23,5,personal,rural,0
59,72389,277499,561,18,0,home,rural,0
24,73014,103841,592,24,0,personal,semi_urban,0
45,52826,446908,548,30,7,car,urban,0
52,50297,185076,544,24,6,home,semi_urban,0
60,63890,251300,550,26,7,home,rural,0
33,41322,165786,422,31,1,home,urban,0
37,55739,22198,624,10,1,home,rural,1
57,29719,334095,800,4,2,education,rural,0
26,99553,399868,365,32,2,home,semi_urban,0
39,28314,441841,358,18,2,business,semi_urban,0
33,113831,263466,797,15,7,car,semi_urban,0
46,95164,484198,672,34,2,car,semi_urban,1
34,127658,23740,565,10,6,car,urban,0
51,97028,270954,535,10,7,education,urban,0
24,56113,390887,517,9,5,car,urban,0
59,137174,414785,826,33,5,home,rural,0
28,35357,263308,740,4,0,personal,semi_urban,0
45,118865,104855,705,22,1,car,semi_urban,1
33,40365,215192,768,24,6,home,rural,0
52,59029,293927,409,28,1,car,urban,1
58,21737,126701,652,12,3,education,semi_urban,1
58,94632,497281,390,31,1,home,semi_urban,0
48,105474,345191,713,33,1,personal,urban,0
50,98218,276615,372,11,4,education,urban,1
23,144606,115771,846,23,4,education,rural,1
48,47499,11163,597,20,6,car,rural,1
23,130027,461303,582,28,3,business,urban,1
54,130402,329215,804,22,2,home,rural,1
36,148692,21065,497,32,3,education,rural,1
42,127430,389467,331,7,3,car,urban,1
52,66157,246262,640,12,0,personal,urban,0
58,76247,385113,633,4,5,home,urban,1
28,148411,350600,442,9,1,home,semi_urban,0
28,61034,253924,709,13,0,personal,semi_urban,1
26,20294,184420,343,23,6,car,urban,0
34,118072,286298,331,10,5,car,semi_urban,1
52,44596,372847,327,2,6,education,urban,0
55,118185,25229,722,28,1,personal,urban,1
30,31434,319731,790,29,6,home,semi_urban,0
23,78382,255470,459,6,3,home,urban,0
32,58098,316857,506,16,7,business,semi_urban,1
51,24655,163069,317,19,1,education,rural,0
49,103029,26101,402,10,2,car,urban,1
25,66228,45391,531,24,2,personal,urban,0
45,23771,211935,723,23,3,car,urban,1
61,94099,77723,846,1,6,home,semi_urban,1
51,140811,231293,538,26,4,home,semi_urban,1
41,76799,195477,633,18,2,car,semi_urban,1
40,82257,171020,448,28,3,personal,semi_urban,0
59,37558,367408,707,10,0,home,urban,1
42,119468,451247,316,18,4,home,urban,1
24,78436,305065,525,27,2,personal,urban,0
33,127779,470787,559,20,7,home,semi_urban,0
62,144891,475223,473,25,3,education,urban,0
40,143725,295604,504,21,3,home,rural,1
33,112103,419287,714,5,0,education,semi_urban,0
37,143400,202190,807,10,7,car,urban,1
56,52376,184354,452,13,0,home,semi_urban,0
53,139154,96725,402,1,4,education,rural,1
21,107458,325589,364,19,5,education,urban,0
35,97924,217139,416,21,2,education,urban,0
33,49332,349352,455,3,3,education,semi_urban,0
37,66737,453032,381,28,4,car,semi_urban,0
44,109031,373427,817,23,6,car,urban,1
28,93970,90779,366,0,4,education,rural,0
47,71952,8060,537,23,6,education,semi_urban,0
43,40991,130806,625,29,0,education,rural,1
28,47472,280875,366,11,3,education,urban,0
28,79946,344974,475,18,1,home,rural,0
46,125566,120871,777,3,5,home,urban,1
33,46849,25719,554,14,5,home,urban,0
59,21541,445258,362,19,0,business,rural,0
57,149237,54116,702,19,6,personal,urban,1
48,22765,31325,491,20,3,education,rural,0
45,63074,420813,628,9,7,home,semi_urban,1
36,122795,465655,370,29,4,home,rural,0
22,49283,19551,362,23,5,personal,semi_urban,0
38,121387,360431,596,2,4,personal,rural,1
37,140044,291422,544,28,2,home,urban,0
50,120161,489405,818,7,1,personal,semi_urban,1
59,20769,20141,692,28,0,car,semi_urban,1
33,37806,335057,476,9,6,car,rural,0
52,110518,300759,503,4,5,personal,urban,1
49,22972,127058,832,10,7,education,semi_urban,0
50,38256,198823,427,3,2,personal,semi_urban,0
38,123903,117684,494,34,7,home,urban,1
33,145574,294596,493,11,2,car,semi_urban,1
63,38653,420941,483,20,1,car,rural,1
41,123579,55391,546,15,0,car,urban,1
50,106669,125288,623,13,0,car,semi_urban,1
41,59339,211132,459,20,4,home,rural,0
37,45757,118535,365,26,0,car,urban,0
60,123376,147770,553,0,2,car,semi_urban,1
39,62399,244947,582,0,4,personal,semi_urban,0
35,64013,91711,359,21,0,education,rural,1
29,117605,344994,417,14,6,education,semi_urban,0
30,34706,376877,722,19,6,home,semi_urban,1
