ticket_id,summary,description,priority,assigned_queue
INC13070,Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,High,Infrastructure Team
INC11626,Need database user created for new application,Data migration from Oracle to PostgreSQL failing at row 2.3 million due to character encoding mismatch in customer_notes column.,Critical,Database Team
INC14951,Two factor authentication not working - high priority,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,Medium,Security Team
INC14186,URGENT: Two factor authentication not working - please help,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,Medium,Security Team
INC12897,Search functionality returning wrong results - high priority,Search functionality returning results from archived records that should be excluded. Elasticsearch index needs filter update.,High,Application Team
INC14672,Help needed - Unauthorized access attempt on admin portal - high priority,Admin portal logs show successful login from an IP in a foreign country for a user who is on-site. Possible credential compromise.,Low,Security Team
INC12083,Help needed - Session timeout too short for users,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Medium,Application Team
INC10754,Slow internet speed on floor 3 - please help,Wifi SSID CorpNet is not visible in building B conference rooms. Other SSIDs are available.,Critical,Network Team
INC12547,Request: File upload not working for large files - high priority,Users cannot upload files larger than 10 MB. Getting request entity too large error. Need to increase the upload limit to 50 MB.,High,Application Team
INC13970,Request: Auto-scaling not triggering during peak load,Auto-scaling group not launching new instances during peak hours despite CPU exceeding 80 percent threshold for 10 minutes.,High,Infrastructure Team
INC13374,Issue: Monitoring alerts not being received,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Critical,Infrastructure Team
INC14108,Password reset not working for AD account,User unable to reset AD password through self-service portal. Getting error account is locked. Manual unlock by admin also not persisting.,High,Security Team
INC12445,Help needed - Application not sending email notifications - affecting multiple users,Email notifications for order confirmations stopped going out since Monday. SMTP connection logs show authentication failure.,High,Application Team
INC14381,Help needed - Two factor authentication not working,Users reporting that the Duo 2FA push notifications are not being received on mobile devices. Duo admin console shows pushes are being sent.,Critical,Security Team
INC11067,Issue: Database replication lag is increasing - please help,Stored procedure sp_calculate_commission is returning negative values for some sales reps. Logic seems incorrect after the last update.,Low,Database Team
INC13914,Help needed - Monitoring alerts not being received - high priority,Nagios alerts not being delivered to the ops team email. SMTP relay configuration needs verification.,Medium,Infrastructure Team
INC13499,SSL certificate expiring in 3 days,Wildcard SSL certificate for *.company.com expires on Friday. Need to renew and deploy to all 12 web servers and load balancers.,Low,Infrastructure Team
INC12739,Memory leak in payment microservice,Payment microservice heap usage growing steadily and reaching OOM after 6 hours. Thread dump shows connection objects not being released.,Medium,Application Team
INC14001,Suspicious login attempts detected - please help,Multiple failed login attempts from IP 185.220.101.xx detected on the admin portal. 500 attempts in last 1 hour. Appears to be brute force attack.,Low,Security Team
INC11569,Request: Database CPU usage at 98 percent - high priority,Audit log table has grown to 500 GB. Need to archive records older than 90 days and implement partition pruning.,Low,Database Team
INC12428,URGENT: Session timeout too short for users,Users are being logged out after 5 minutes of inactivity. Business requirement is 30 minutes. Session configuration needs update.,Medium,Application Team
INC13747,URGENT: Backup storage SAN showing disk errors - affecting multiple users,SAN storage array showing predictive disk failure alerts on 3 drives in RAID group for backup volume.,Medium,Infrastructure Team
INC14640,URGENT: Data encryption requirement for new project,New healthcare project requires AES-256 encryption for data at rest and TLS 1.3 for data in transit. Need security architecture review.,High,Security Team
INC11688,URGENT: Index rebuild needed on customer table - affecting multiple users,Database server CPU is pegged at 98 percent. Top query analysis shows a full table scan on the transactions table running every 5 seconds.,Medium,Database Team
INC10852,Cannot reach servers on subnet 10.0.2.x,Network team needs to configure VLAN tagging for the new development environment setup.,Medium,Network Team
INC13547,URGENT: Scheduled server patching this weekend - high priority,"Monthly security patching scheduled for Saturday 2 AM. Total 45 servers across dev, staging, and production environments.",High,Infrastructure Team
